CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
818701383.0,Existing Customer,37.0,M,3.0,High School,Married,$60K - $80K,Blue,32.0,6.0,2.0,2.0,2253.0,1667.0,586.0,0.884,1641.0,45.0,0.667,0.74
778137108.0,Existing Customer,43.0,M,4.0,High School,Single,$80K - $120K,Blue,37.0,6.0,1.0,2.0,30503.0,2517.0,27986.0,0.462,1860.0,47.0,0.306,0.08300000000000002
720973833.0,Existing Customer,49.0,M,2.0,Graduate,Divorced,$60K - $80K,Blue,36.0,5.0,3.0,2.0,4596.0,0.0,4596.0,0.93,2872.0,62.0,0.722,0.0
768490458.0,Attrited Customer,49.0,M,2.0,Uneducated,Married,$80K - $120K,Blue,43.0,1.0,3.0,3.0,5701.0,2517.0,3184.0,0.716,961.0,32.0,0.524,0.442
751487358.0,Existing Customer,39.0,F,3.0,Graduate,Married,Less than $40K,Blue,32.0,5.0,6.0,3.0,3221.0,0.0,3221.0,0.678,1765.0,40.0,0.6,0.0
712742808.0,Existing Customer,41.0,F,3.0,Uneducated,Married,Less than $40K,Blue,29.0,5.0,3.0,3.0,3022.000000000001,1142.0,1880.0,0.403,1184.0,21.0,0.615,0.378
712820208.0,Existing Customer,32.0,F,0.0,High School,Divorced,Less than $40K,Blue,36.0,5.0,2.0,4.0,2699.0,1609.0,1090.0,0.893,2141.0,56.0,0.806,0.596
794649858.0,Existing Customer,58.0,F,1.0,Uneducated,Married,Less than $40K,Blue,39.0,3.0,3.0,3.0,2210.0,1624.0,586.0,0.627,1287.0,37.0,0.48,0.735
755262933.0,Existing Customer,56.0,M,2.0,Post-Graduate,Married,$60K - $80K,Blue,49.0,5.0,3.0,4.0,1438.2999999999993,0.0,1438.3000000000002,0.77,1446.0,38.0,0.81,0.0
709541433.0,Existing Customer,37.0,M,2.0,Graduate,Married,Less than $40K,Blue,36.0,3.0,3.0,4.0,2041.0,1687.0,354.0,0.677,1555.0,45.0,0.552,0.827
820622433.0,Existing Customer,39.0,M,1.0,High School,Married,$120K +,Blue,34.0,4.0,2.0,2.0,3250.0,1698.0,1552.0,0.767,2006.0,58.0,0.568,0.522
712586583.0,Existing Customer,26.0,F,0.0,Graduate,Single,$40K - $60K,Blue,13.0,6.0,3.0,4.0,1643.0,1101.0,541.9999999999991,0.713,2152.0,50.0,0.471,0.6699999999999999
767269908.0,Existing Customer,36.0,M,2.0,College,Married,$120K +,Blue,29.0,6.0,3.0,2.0,3158.0,0.0,3158.0,1.209,2973.0,63.0,0.969,0.0
711310908.0,Existing Customer,53.0,F,4.0,College,Married,Less than $40K,Blue,36.0,4.0,1.0,3.0,2972.0,2160.0,812.0,0.956,2552.0,62.0,0.676,0.727
788862333.0,Existing Customer,38.0,F,3.0,Uneducated,Married,Less than $40K,Blue,23.0,6.0,2.0,2.0,5645.0,0.0,5645.0,1.05,1527.0,32.0,0.455,0.0
713194608.0,Existing Customer,37.0,M,2.0,Graduate,Married,Less than $40K,Blue,36.0,6.0,3.0,2.0,2463.0,1751.0,712.0,0.854,2171.0,58.0,0.758,0.7110000000000001
793550958.0,Existing Customer,47.0,F,2.0,Graduate,Married,Less than $40K,Blue,41.0,5.0,3.0,4.0,1438.2999999999993,0.0,1438.3000000000002,0.8,1501.0,40.0,0.739,0.0
712607583.0,Existing Customer,56.0,M,1.0,College,Divorced,$80K - $120K,Blue,36.0,3.0,3.0,3.0,34516.0,1477.0,33039.0,1.234,2395.0,50.0,0.724,0.04299999999999998
713921058.0,Existing Customer,55.0,F,3.0,High School,Married,Less than $40K,Blue,48.0,6.0,2.0,2.0,2897.0,1601.0,1296.0,0.878,1337.0,25.0,0.471,0.553
709183683.0,Existing Customer,31.0,F,0.0,Uneducated,Single,Less than $40K,Blue,36.0,4.0,2.0,0.0,5391.0,0.0,5391.0,1.075,1971.0,56.0,0.6,0.0
715241583.0,Existing Customer,34.0,M,3.0,High School,Married,$120K +,Blue,25.0,3.0,2.0,4.0,23959.0,2517.0,21442.0,0.926,1870.0,45.0,0.667,0.10499999999999998
710475408.0,Existing Customer,33.0,M,3.0,High School,Married,$60K - $80K,Blue,25.0,5.0,2.0,2.0,14918.0,2028.0,12890.0,1.342,2171.0,35.0,1.059,0.136
708971583.0,Existing Customer,38.0,F,2.0,Uneducated,Single,Less than $40K,Blue,29.0,3.0,3.0,2.0,3590.000000000001,1924.0,1666.0,0.573,1472.0,37.0,0.762,0.536
714547458.0,Existing Customer,65.0,M,0.0,Graduate,Married,$40K - $60K,Blue,56.0,3.0,3.0,2.0,2297.0,0.0,2297.0,0.511,1941.0,51.0,0.417,0.0
827631483.0,Existing Customer,57.0,M,1.0,High School,Married,$80K - $120K,Blue,53.0,3.0,2.0,4.0,25058.0,1710.0,23348.0,0.613,2053.0,55.0,0.528,0.068
711159108.0,Attrited Customer,58.0,F,0.0,High School,Married,Less than $40K,Blue,36.0,3.0,2.0,2.0,7418.0,396.0,7022.0,0.826,911.0,26.0,1.0,0.05299999999999999
714703158.0,Existing Customer,39.0,F,2.0,High School,Married,Less than $40K,Blue,36.0,6.0,2.0,3.0,1578.0,760.0,818.0,0.709,2017.0,43.0,0.955,0.482
710255208.0,Existing Customer,60.0,M,0.0,Uneducated,Married,Less than $40K,Blue,49.0,4.0,2.0,4.0,2094.0,1560.0,534.0,0.537,1969.0,41.0,0.367,0.745
779236083.0,Existing Customer,37.0,F,3.0,High School,Married,Less than $40K,Blue,19.0,5.0,1.0,3.0,4138.0,0.0,4138.0,1.168,2420.0,50.0,0.613,0.0
715973583.0,Existing Customer,56.0,M,3.0,Uneducated,Married,$120K +,Blue,36.0,6.0,3.0,3.0,34516.0,1047.0,33469.0,0.61,1378.0,30.0,0.429,0.03
794113758.0,Existing Customer,60.0,M,0.0,High School,Married,$60K - $80K,Blue,54.0,6.0,1.0,2.0,9592.0,1968.0,7624.0,0.61,1821.0,55.0,0.447,0.205
709452633.0,Existing Customer,56.0,F,4.0,High School,Single,Less than $40K,Blue,36.0,3.0,1.0,3.0,8881.0,2145.0,6736.0,0.705,2027.0,49.0,0.815,0.242
788210583.0,Existing Customer,62.0,M,0.0,College,Married,$40K - $60K,Blue,54.0,3.0,3.0,4.0,1438.2999999999993,0.0,1438.3000000000002,0.795,1843.0,49.0,0.581,0.0
717784983.0,Existing Customer,41.0,F,2.0,Uneducated,Married,Less than $40K,Blue,33.0,3.0,3.0,3.0,3893.0,1157.0,2736.0,1.169,1536.0,39.0,0.773,0.297
768460908.0,Existing Customer,59.0,M,1.0,Graduate,Single,$40K - $60K,Blue,53.0,3.0,3.0,3.0,6035.0,1392.0,4643.0,0.361,1551.0,32.0,0.6,0.231
714697533.0,Existing Customer,26.0,M,1.0,High School,Single,$60K - $80K,Blue,15.0,6.0,3.0,3.0,4327.0,0.0,4327.0,0.624,2344.0,48.0,0.297,0.0
713206683.0,Attrited Customer,40.0,M,4.0,Graduate,Single,$80K - $120K,Silver,22.0,3.0,1.0,3.0,34516.0,0.0,34516.0,0.64,1028.0,26.0,0.3,0.0
789314133.0,Existing Customer,37.0,M,1.0,High School,Married,$60K - $80K,Blue,27.0,6.0,3.0,3.0,10320.0,1799.0,8521.0,0.75,1754.0,45.0,0.5,0.174
713956308.0,Existing Customer,65.0,F,0.0,Graduate,Married,Less than $40K,Blue,49.0,4.0,2.0,2.0,3297.0,2297.0,1000.0,0.744,1894.0,56.0,0.556,0.697
711595833.0,Existing Customer,46.0,M,3.0,College,Married,$60K - $80K,Blue,36.0,5.0,2.0,2.0,9981.0,807.0,9174.0,0.655,1456.0,30.0,0.667,0.08100000000000002
779521533.0,Existing Customer,53.0,M,2.0,High School,Married,$120K +,Blue,36.0,5.0,3.0,3.0,3329.000000000001,1092.0,2237.0,1.466,1978.0,33.0,0.833,0.328
715225458.0,Existing Customer,56.0,F,1.0,Uneducated,Married,Less than $40K,Blue,36.0,6.0,3.0,4.0,5991.0,1993.0,3998.0,0.673,1867.0,53.0,0.767,0.333
716487408.0,Existing Customer,48.0,M,3.0,Graduate,Married,$40K - $60K,Blue,30.0,3.0,1.0,3.0,3235.0,2517.0,718.0,1.091,1637.0,43.0,0.87,0.778
719338383.0,Existing Customer,34.0,M,2.0,High School,Married,$120K +,Blue,21.0,3.0,3.0,3.0,6259.0,1063.0,5196.0,0.668,1836.0,50.0,0.515,0.17000000000000004
710523333.0,Existing Customer,65.0,M,0.0,Graduate,Married,Less than $40K,Blue,56.0,6.0,3.0,2.0,2541.0,1616.0,925.0,0.417,1416.0,27.0,0.588,0.636
787489083.0,Existing Customer,55.0,M,4.0,Post-Graduate,Married,$80K - $120K,Blue,43.0,6.0,2.0,4.0,21351.0,2517.0,18834.0,0.818,1887.0,32.0,0.882,0.118
711498258.0,Existing Customer,54.0,M,3.0,High School,Married,$120K +,Blue,42.0,6.0,3.0,2.0,20311.0,1655.0,18656.0,0.431,1266.0,34.0,0.308,0.08100000000000002
709316433.0,Existing Customer,52.0,M,2.0,High School,Single,$60K - $80K,Silver,33.0,6.0,1.0,4.0,33182.0,1997.0,31185.0,0.755,1630.0,43.0,0.87,0.06
778734108.0,Existing Customer,36.0,M,3.0,Uneducated,Married,$60K - $80K,Blue,16.0,4.0,5.0,4.0,1685.999999999999,1252.0,434.0,0.575,1758.0,42.0,1.1,0.743
778388358.0,Attrited Customer,56.0,M,3.0,Graduate,Single,$60K - $80K,Blue,36.0,2.0,2.0,3.0,4742.0,855.0,3887.0,0.635,869.9999999999995,24.0,0.5,0.18
716773533.0,Existing Customer,33.0,M,3.0,Graduate,Married,$60K - $80K,Blue,36.0,5.0,1.0,3.0,1726.0,1215.0,511.0,1.175,1712.0,48.0,0.548,0.704
822130683.0,Existing Customer,61.0,M,0.0,Graduate,Married,$80K - $120K,Blue,56.0,4.0,2.0,4.0,8420.0,1389.0,7031.0,0.522,1114.0,34.0,0.545,0.165
717268458.0,Existing Customer,61.0,M,0.0,Graduate,Married,$60K - $80K,Blue,49.0,4.0,3.0,4.0,3352.0,1713.0,1639.0,0.657,1952.0,50.0,0.667,0.511
827888433.0,Existing Customer,43.0,M,4.0,Uneducated,Single,$40K - $60K,Blue,39.0,5.0,2.0,2.0,6648.0,2242.0,4406.0,0.79,2089.0,60.0,0.579,0.337
716522583.0,Existing Customer,48.0,F,3.0,College,Divorced,Less than $40K,Blue,36.0,4.0,3.0,3.0,2335.0,1845.0,490.0,0.537,1362.0,33.0,0.269,0.79
789415983.0,Existing Customer,36.0,M,3.0,Graduate,Married,$60K - $80K,Blue,27.0,4.0,3.0,2.0,12397.0,1001.0,11396.0,0.756,1888.0,42.0,0.448,0.08100000000000002
719819958.0,Existing Customer,34.0,M,2.0,Uneducated,Married,$40K - $60K,Blue,26.0,5.0,1.0,4.0,1438.2999999999993,708.0,730.3000000000002,1.212,2243.0,43.0,0.483,0.492
769579608.0,Existing Customer,53.0,F,1.0,Graduate,Single,Less than $40K,Blue,46.0,3.0,6.0,4.0,2240.0,1601.0,639.0,0.833,3795.0,70.0,0.75,0.715
716615583.0,Existing Customer,61.0,F,1.0,High School,Married,Less than $40K,Blue,51.0,3.0,3.0,3.0,1795.0,794.0,1001.0,0.953,1834.0,59.0,1.107,0.442
781131483.0,Existing Customer,55.0,M,2.0,High School,Married,$80K - $120K,Blue,47.0,3.0,1.0,4.0,5741.0,1894.0,3847.0000000000005,1.111,2170.0,51.0,0.962,0.33
720521808.0,Existing Customer,38.0,M,1.0,Graduate,Single,$80K - $120K,Blue,19.0,6.0,3.0,2.0,25662.0,1515.0,24147.0,0.556,1484.0,36.0,0.636,0.059
718136283.0,Existing Customer,52.0,M,2.0,Uneducated,Single,$80K - $120K,Blue,36.0,3.0,1.0,4.0,22103.0,1515.0,20588.0,0.506,1541.0,29.0,0.318,0.069
778855383.0,Existing Customer,36.0,F,5.0,High School,Married,Less than $40K,Blue,17.0,3.0,1.0,3.0,1438.2999999999993,0.0,1438.3000000000002,1.028,1975.0,40.0,0.6,0.0
779722308.0,Attrited Customer,45.0,F,3.0,High School,Married,$40K - $60K,Blue,30.0,5.0,2.0,2.0,12355.0,0.0,12355.0,0.912,1044.0,28.0,0.273,0.0
818926833.0,Existing Customer,34.0,F,3.0,College,Married,$40K - $60K,Blue,29.0,4.0,1.0,2.0,2000.0,0.0,2000.0,0.782,1944.0,42.0,0.75,0.0
721217283.0,Existing Customer,27.0,M,0.0,Graduate,Single,$120K +,Blue,17.0,6.0,2.0,2.0,8713.0,1354.0,7359.0,0.558,2094.0,36.0,0.333,0.155
713371233.0,Existing Customer,43.0,F,1.0,Graduate,Married,Less than $40K,Silver,31.0,5.0,1.0,2.0,11583.0,631.0,10952.0,0.714,3320.0,55.0,0.774,0.05399999999999999
778426608.0,Existing Customer,52.0,M,4.0,Graduate,Married,$80K - $120K,Blue,32.0,4.0,3.0,3.0,1438.2999999999993,702.0,736.3000000000002,0.805,1805.0,53.0,0.606,0.488
787515333.0,Attrited Customer,40.0,M,3.0,Uneducated,Married,$80K - $120K,Blue,29.0,3.0,2.0,3.0,3616.0,1151.0,2465.0,0.687,820.0,21.0,0.75,0.318
718444233.0,Existing Customer,45.0,M,3.0,Graduate,Married,$60K - $80K,Blue,25.0,3.0,3.0,2.0,9791.0,1311.0,8480.0,0.704,1649.0,59.0,0.513,0.134
771099183.0,Existing Customer,37.0,F,2.0,Graduate,Single,Less than $40K,Blue,24.0,5.0,2.0,3.0,8444.0,1945.0,6499.0,0.703,2497.0,74.0,0.609,0.23
770241333.0,Existing Customer,49.0,F,4.0,Graduate,Divorced,Less than $40K,Blue,43.0,3.0,1.0,4.0,2228.0,1003.0,1225.0,1.119,2104.0,44.0,0.4670000000000001,0.45
710819733.0,Attrited Customer,56.0,M,3.0,Graduate,Married,$120K +,Blue,36.0,5.0,1.0,1.0,12211.0,0.0,12211.0,0.642,902.9999999999995,29.0,0.526,0.0
772155108.0,Existing Customer,62.0,F,0.0,High School,Married,Less than $40K,Blue,51.0,6.0,3.0,4.0,1438.2999999999993,0.0,1438.3000000000002,0.702,1445.0,38.0,0.31,0.0
798796233.0,Existing Customer,37.0,F,3.0,High School,Married,$40K - $60K,Blue,31.0,5.0,3.0,3.0,1586.0,1038.0,548.0,0.973,1724.0,24.0,0.714,0.654
815472108.0,Existing Customer,42.0,M,3.0,High School,Single,$40K - $60K,Blue,37.0,3.0,3.0,3.0,2247.0,1045.0,1202.0,0.952,1300.0,31.0,0.55,0.465
769145733.0,Existing Customer,36.0,M,3.0,Graduate,Single,$60K - $80K,Blue,30.0,3.0,4.0,3.0,2789.0,1584.0,1205.0,0.996,2688.0,60.0,0.714,0.568
783364233.0,Existing Customer,59.0,M,0.0,Graduate,Married,$40K - $60K,Blue,53.0,3.0,2.0,3.0,4241.0,0.0,4241.0,0.607,1798.0,45.0,0.731,0.0
715640358.0,Existing Customer,43.0,M,3.0,High School,Single,$40K - $60K,Blue,36.0,6.0,3.0,3.0,4112.0,768.0,3344.0,0.413,1334.0,40.0,0.429,0.187
713529858.0,Existing Customer,29.0,M,2.0,Graduate,Divorced,$40K - $60K,Silver,22.0,6.0,2.0,3.0,15578.0,1383.0,14195.0,0.794,2492.0,71.0,0.614,0.089
715684308.0,Existing Customer,42.0,F,4.0,Graduate,Married,$40K - $60K,Blue,36.0,6.0,2.0,2.0,4008.0,1636.0,2372.0,0.637,1395.0,43.0,0.955,0.408
709204158.0,Existing Customer,36.0,F,2.0,Post-Graduate,Single,Less than $40K,Blue,24.0,5.0,2.0,4.0,3438.0,1129.0,2309.0,0.605,2331.0,56.0,0.436,0.328
713182458.0,Existing Customer,53.0,M,4.0,High School,Married,$80K - $120K,Blue,43.0,3.0,1.0,2.0,16692.0,2446.0,14246.0,0.853,1288.0,29.0,0.45,0.147
710624658.0,Existing Customer,36.0,F,2.0,Uneducated,Married,Less than $40K,Blue,36.0,4.0,2.0,2.0,4066.000000000001,1639.0,2427.0,1.749,3040.0,56.0,0.931,0.403
716793108.0,Existing Customer,26.0,M,0.0,College,Single,Less than $40K,Blue,36.0,4.0,1.0,2.0,1934.0,1070.0,864.0,0.448,2334.0,61.0,0.452,0.553
714051033.0,Existing Customer,55.0,F,0.0,Graduate,Married,Less than $40K,Blue,36.0,6.0,2.0,4.0,3615.0,1699.0,1916.0,0.576,1967.0,40.0,0.538,0.47
719139558.0,Existing Customer,26.0,M,0.0,Uneducated,Single,Less than $40K,Blue,36.0,4.0,3.0,4.0,2665.0,1567.0,1098.0,0.586,2514.0,64.0,0.455,0.588
794632308.0,Existing Customer,40.0,M,4.0,Graduate,Married,$60K - $80K,Silver,25.0,5.0,3.0,2.0,28822.0,2517.0,26305.000000000004,0.492,1504.0,35.0,0.296,0.087
770662383.0,Existing Customer,38.0,M,2.0,Graduate,Single,$40K - $60K,Blue,24.0,6.0,3.0,2.0,14632.0,1158.0,13474.0,0.501,1399.0,36.0,0.5,0.07900000000000001
710581758.0,Existing Customer,52.0,F,2.0,Graduate,Single,$40K - $60K,Blue,44.0,6.0,2.0,3.0,3360.0,1219.0,2141.0,0.412,1309.0,30.0,1.0,0.363
720497958.0,Existing Customer,29.0,M,1.0,Graduate,Married,$80K - $120K,Blue,14.0,5.0,3.0,2.0,14853.0,0.0,14853.0,1.025,1800.0,41.0,0.519,0.0
720920058.0,Existing Customer,38.0,M,2.0,Graduate,Married,$60K - $80K,Blue,25.0,3.0,3.0,4.0,4800.0,1212.0,3588.0,1.254,2935.0,62.0,0.879,0.252
709855608.0,Existing Customer,46.0,F,4.0,High School,Married,Less than $40K,Blue,36.0,3.0,3.0,4.0,1438.2999999999993,981.0,457.3000000000002,0.663,1114.0,33.0,0.65,0.6819999999999999
815484783.0,Existing Customer,57.0,M,0.0,Uneducated,Single,$60K - $80K,Blue,42.0,6.0,4.0,3.0,8377.0,1211.0,7166.0,0.813,1797.0,44.0,1.2,0.145
771602883.0,Existing Customer,42.0,M,3.0,High School,Single,$80K - $120K,Blue,30.0,4.0,5.0,4.0,4147.0,1719.0,2428.0,0.875,1776.0,44.0,0.571,0.41500000000000004
755953308.0,Existing Customer,62.0,F,0.0,Post-Graduate,Married,$40K - $60K,Blue,55.0,6.0,1.0,4.0,2644.0,2207.0,436.9999999999991,0.866,1194.0,30.0,0.765,0.835
720917808.0,Existing Customer,35.0,M,2.0,High School,Single,$40K - $60K,Blue,36.0,5.0,3.0,4.0,2100.0,950.0,1150.0,0.764,2623.0,74.0,1.114,0.452
709379283.0,Existing Customer,39.0,M,2.0,Graduate,Married,$60K - $80K,Blue,27.0,3.0,1.0,4.0,13003.0,0.0,13003.0,0.877,1697.0,40.0,1.105,0.0
711840408.0,Existing Customer,64.0,M,0.0,College,Married,Less than $40K,Blue,55.0,5.0,3.0,4.0,2492.0,1424.0,1068.000000000001,0.485,1375.0,30.0,0.364,0.571
785328408.0,Existing Customer,37.0,F,4.0,Graduate,Married,Less than $40K,Blue,31.0,5.0,2.0,3.0,1758.0,1180.0,578.0,0.744,2013.0,41.0,0.367,0.671
719873808.0,Existing Customer,34.0,M,1.0,College,Married,$60K - $80K,Blue,23.0,3.0,2.0,2.0,5510.0,1604.0,3906.0,0.551,1995.0,53.0,0.262,0.291
715528983.0,Existing Customer,46.0,M,5.0,Uneducated,Divorced,$60K - $80K,Blue,36.0,3.0,1.0,2.0,17196.0,1646.0,15550.0,0.542,1466.0,41.0,1.278,0.096
720254883.0,Existing Customer,65.0,F,0.0,High School,Married,$40K - $60K,Blue,46.0,6.0,1.0,3.0,5877.0,1697.0,4180.0,1.058,2494.0,58.0,0.706,0.289
811980858.0,Existing Customer,36.0,M,0.0,Graduate,Married,$60K - $80K,Blue,31.0,5.0,1.0,2.0,7667.0,0.0,7667.0,0.632,1501.0,35.0,0.667,0.0
711330408.0,Existing Customer,35.0,F,2.0,College,Married,$40K - $60K,Blue,24.0,4.0,1.0,3.0,2939.0,1865.0,1074.0,0.932,2077.0,47.0,0.679,0.635
714580158.0,Existing Customer,26.0,M,0.0,Post-Graduate,Married,$40K - $60K,Blue,36.0,6.0,1.0,4.0,2773.0,2080.0,693.0,0.695,3567.0,73.0,0.622,0.75
710798883.0,Existing Customer,52.0,M,3.0,Graduate,Single,$60K - $80K,Blue,44.0,4.0,2.0,4.0,3323.0,2310.0,1013.0,0.749,1599.0,47.0,0.808,0.695
708913233.0,Existing Customer,37.0,M,1.0,High School,Married,$40K - $60K,Blue,28.0,3.0,4.0,2.0,3601.0,1236.0,2365.0,0.726,1802.0,34.0,0.478,0.343
788038383.0,Existing Customer,33.0,F,3.0,Graduate,Married,Less than $40K,Blue,25.0,3.0,2.0,2.0,2307.0,1385.0,922.0,1.515,2440.0,48.0,0.846,0.6
719905908.0,Existing Customer,59.0,M,1.0,Uneducated,Married,$60K - $80K,Blue,36.0,4.0,3.0,3.0,3742.0,1175.0,2567.0,0.514,1505.0,31.0,0.824,0.314
807044958.0,Existing Customer,34.0,M,3.0,High School,Married,$40K - $60K,Blue,29.0,6.0,3.0,3.0,2937.0,869.0,2068.0,1.493,2171.0,45.0,0.875,0.296
787643658.0,Existing Customer,59.0,M,0.0,Graduate,Married,$60K - $80K,Blue,53.0,6.0,1.0,4.0,12554.0,2169.0,10385.0,0.529,1422.0,30.0,0.579,0.173
779138883.0,Existing Customer,50.0,M,1.0,Graduate,Married,$60K - $80K,Blue,34.0,6.0,3.0,4.0,4702.0,0.0,4702.0,0.578,1673.0,44.0,0.257,0.0
778401033.0,Existing Customer,32.0,M,0.0,High School,Married,$60K - $80K,Blue,13.0,3.0,3.0,4.0,14308.0,1889.0,12419.0,1.053,1659.0,39.0,1.167,0.132
818375733.0,Attrited Customer,51.0,F,2.0,College,Married,$40K - $60K,Blue,46.0,3.0,1.0,3.0,4882.0,695.0,4187.0,0.508,1544.0,44.0,0.517,0.142
711048783.0,Existing Customer,41.0,M,4.0,Doctorate,Married,$80K - $120K,Blue,29.0,3.0,3.0,3.0,33405.0,0.0,33405.0,0.535,1345.0,34.0,0.619,0.0
721415658.0,Existing Customer,39.0,F,1.0,Graduate,Married,$40K - $60K,Blue,27.0,3.0,1.0,2.0,2700.0,2220.0,480.0,1.595,2901.0,59.0,1.36,0.822
717961458.0,Existing Customer,49.0,F,2.0,Uneducated,Single,Less than $40K,Blue,37.0,5.0,1.0,4.0,2934.0,2381.0,553.0,0.762,3396.0,64.0,0.778,0.812
718068933.0,Existing Customer,36.0,F,3.0,Uneducated,Single,Less than $40K,Blue,36.0,5.0,2.0,4.0,5750.0,1521.0,4229.0,0.837,2155.0,61.0,0.605,0.265
718623783.0,Existing Customer,56.0,M,2.0,College,Married,$120K +,Blue,36.0,6.0,3.0,2.0,27157.0,1547.0,25610.0,0.487,1535.0,38.0,0.267,0.056999999999999995
716565258.0,Existing Customer,37.0,M,3.0,Doctorate,Single,$80K - $120K,Blue,36.0,5.0,2.0,4.0,12830.0,0.0,12830.0,0.774,2526.0,54.0,0.588,0.0
792565908.0,Existing Customer,36.0,F,2.0,Uneducated,Single,Less than $40K,Blue,30.0,6.0,2.0,3.0,2683.999999999999,1474.0,1210.0,1.042,2346.0,51.0,1.04,0.549
709267308.0,Existing Customer,62.0,M,1.0,Graduate,Married,$80K - $120K,Blue,49.0,3.0,1.0,2.0,2437.0,1400.0,1037.0,0.779,1651.0,32.0,1.0,0.574
710035008.0,Existing Customer,31.0,F,0.0,Uneducated,Single,Less than $40K,Blue,24.0,3.0,2.0,4.0,3827.0,1397.0,2430.0,0.88,2491.0,64.0,1.0,0.365
790082508.0,Existing Customer,42.0,M,4.0,High School,Single,$120K +,Blue,35.0,5.0,2.0,2.0,34516.0,1658.0,32858.0,1.095,2935.0,65.0,0.711,0.04799999999999999
716866308.0,Existing Customer,38.0,M,2.0,High School,Married,$60K - $80K,Blue,33.0,6.0,3.0,4.0,5940.0,1101.0,4839.0,0.942,1872.0,34.0,1.125,0.185
709707033.0,Attrited Customer,45.0,M,3.0,Graduate,Single,$60K - $80K,Blue,32.0,2.0,3.0,2.0,13162.0,0.0,13162.0,0.512,1424.0,38.0,0.583,0.0
718346658.0,Existing Customer,50.0,F,2.0,Graduate,Married,Less than $40K,Blue,37.0,3.0,2.0,4.0,1963.0,1357.0,606.0,0.689,1861.0,51.0,0.7,0.691
824157858.0,Existing Customer,58.0,M,3.0,Graduate,Married,$80K - $120K,Blue,54.0,4.0,3.0,3.0,18713.0,1022.0,17691.0,0.682,1524.0,42.0,0.615,0.05499999999999999
709735008.0,Existing Customer,35.0,M,2.0,High School,Married,$80K - $120K,Blue,22.0,3.0,1.0,4.0,3023.0,1435.0,1587.999999999999,0.62,1920.0,34.0,0.619,0.475
814593858.0,Existing Customer,58.0,M,3.0,High School,Single,$120K +,Blue,53.0,4.0,1.0,2.0,6103.0,1798.0,4305.0,0.705,1468.0,34.0,0.619,0.295
718416858.0,Existing Customer,42.0,M,5.0,Graduate,Married,$60K - $80K,Blue,34.0,3.0,3.0,3.0,10607.0,2517.0,8090.0,1.197,1903.0,40.0,0.538,0.237
710307933.0,Existing Customer,32.0,F,0.0,College,Single,Less than $40K,Blue,24.0,3.0,3.0,4.0,2917.0,2517.0,399.9999999999991,0.833,2471.0,60.0,0.875,0.863
715870758.0,Existing Customer,35.0,M,4.0,Graduate,Married,$120K +,Blue,30.0,4.0,3.0,4.0,34516.0,1018.0,33498.0,1.129,2350.0,55.0,0.774,0.028999999999999998
713819283.0,Existing Customer,51.0,M,1.0,Uneducated,Married,$80K - $120K,Blue,42.0,6.0,2.0,2.0,25197.0,2517.0,22680.0,0.721,3002.0,58.0,0.812,0.10000000000000003
710424408.0,Existing Customer,63.0,M,2.0,Graduate,Married,Less than $40K,Blue,36.0,5.0,2.0,4.0,2743.0,1815.0,928.0,0.567,1210.0,25.0,1.273,0.662
719013108.0,Existing Customer,42.0,M,3.0,Graduate,Divorced,$40K - $60K,Blue,33.0,4.0,2.0,4.0,3178.0,1800.0,1378.000000000001,0.89,4605.0,86.0,0.623,0.566
717769008.0,Existing Customer,38.0,M,2.0,Graduate,Married,$80K - $120K,Blue,36.0,5.0,3.0,4.0,11444.0,1278.0,10166.0,1.31,2493.0,44.0,0.913,0.11199999999999999
709986633.0,Existing Customer,29.0,M,1.0,High School,Married,$40K - $60K,Blue,36.0,3.0,1.0,3.0,1438.2999999999993,0.0,1438.3000000000002,0.742,2144.0,41.0,0.577,0.0
721062408.0,Existing Customer,54.0,M,2.0,Uneducated,Divorced,$40K - $60K,Blue,34.0,4.0,3.0,4.0,6387.0,1597.0,4790.0,0.689,1294.0,26.0,0.529,0.25
771349458.0,Existing Customer,33.0,M,2.0,Graduate,Married,$40K - $60K,Blue,20.0,4.0,3.0,3.0,5657.0,1792.0,3865.0,0.904,1914.0,46.0,0.769,0.317
771441558.0,Existing Customer,49.0,M,2.0,Post-Graduate,Married,$60K - $80K,Blue,37.0,5.0,3.0,3.0,2608.0,1589.0,1019.0,0.982,2073.0,47.0,0.516,0.609
756409758.0,Existing Customer,44.0,F,2.0,Graduate,Married,Less than $40K,Blue,37.0,4.0,5.0,4.0,3203.0,2076.0,1127.0,0.543,1433.0,38.0,1.0,0.648
778885158.0,Existing Customer,57.0,M,3.0,Uneducated,Married,$80K - $120K,Blue,38.0,5.0,3.0,3.0,2472.0,2457.0,15.0,0.693,1392.0,33.0,0.737,0.994
